Name,Dominant Topic, Percentage of Positive Sentiment,Review Quality Index,Comment,Speciality,Number of Review,Bayesian Adjusted Rating
Dr. Derek Enlander,Punctuality,0.655172414,0.721919765,Supermarket medicine. Huge cost to patients of vitamins he sells. The shots he bills insurance thousands for are available at a normal price if not mixed by his staff. Patients wait hours and hours. Also concur that patients did not write the initial ratings. Mostly a nice man and mostly a nice staff but gave up on him when he failed me over and over and did too many in house tests. Should have given up at initial exam when I was laying on the table and he picked up my gown and took a look at my naked Yaya. (What does that have to do with fibromyalgia anyway?) Guess we are desperate as patients for help. Have moved on and am getting B12 shots elsewhere. (The one thing that did help me that he recommended).,Internist / Geriatrician,35,3.903703704
Dr. Derek Enlander,Staff,0.666666667,0.28860095,If it weren't for Dr Enlander my life would not have been as wonderful as it was. I only wish he were here in FL.,Internist / Geriatrician,35,3.903703704
Dr. Desider J. Rothe,Punctuality,1,0.160643727,"i love dr rothe. he is helpful, kind, understanding and just a dear dear man. had 2 kids with him, wish i coulda had all with him but lived in a differnet state for my twins. he is realistic, available, interested...just really amazing. will alay any fears and be dead honest if anything is really wrong. the best!!!!!!!!",Gynecologist (OBGYN),8,4.069444444
Dr. Desider J. Rothe,Konwledge,1,0.097422767,"Dr. Rothe in my opinion is the best in NYC. For more than 30 years I faithfully saw him. He actually saved my life by giving me a second opinion. After that experience I never would go to anyone else. The only reason I do not go there any longer is that I moved very, very far away. I bless him constantly.",Gynecologist (OBGYN),8,4.069444444
Dr. Desider J. Rothe,Staff,1,0.272853472,"WONDERFUL doctor. Very nice & sympathetic, wonderful bedside manner, very reassuring & gentle. I have an anxiety disorder & OCD, and from the first time I saw him he was understanding of that. He always makes time to talk to me when I phone, never makes me feel rushed during appointments, etc. Also, he performed minor gyno surgery I needed, has hospital privileges, AND fixed the problem permanently. He has the trifecta of qualities required for a great doctor: (1) he is kind & sympathetic, truly caring for his patients; (2) he really knows his stuff medically & is very intelligent; (3) if you have financial difficulties, he is open to discussing a payment plan. I recommend Dr. Rothe to EVERY woman I know who is searching for a good OBGYN. He is a great doctor altogether & is particularly wonderful in dealing with me & my panic/OCD issues, so I recommend him to other women dealing with those issues as well. When I have children he is the ONLY doctor I want in the delivery room with me.",Gynecologist (OBGYN),8,4.069444444
Dr. Dominick A. Giordano,Staff,1,0.307891663,Went to Dr. Giordano for cleaning and check up.Had the best experience ever!!!,Dentist,3,4.029126214
Dr. Dongsoo Han,Staff,1,0.294336844,"Best bedside manner I have ever seen.he is thoughtful sometimes funny and will take his time with you, answer all your questions and concerns to the best of his ability and won't rush you like some other doctors.I wish all doctors were like him. If you request anyone request him.",Internist / Geriatrician,4,3.987980769
Dr. Douglas A. Taranow,Punctuality,0.6,0.255345936,Dr. Taranow knows and is very good at his work i've gone to him 3 times and one time was to correct a abdominal procedure that another doctor did and each time he did an excellent job.I also recommended 5 people to which they all love his work. He may be a little more expensive than other doctors but you will definatly get monies worth.,"Plastic / Cosmetic Surgeon, Physician",57,4.25477707
Dr. Douglas A. Taranow,Konwledge,0.829268293,0.414284833,"I had my tummy tuck wliposuction surgery on 4/15/11 and now, 2.5 months later I am thrilled. Dr Taranow gave me shape and body that I have always wanted and could not achieve no matter how much I worked out. He is a perfectionist, if you ask me, and I am glad he is. Now, at age 50, I am turning as many heads as I did when I was 30. I am so happy and will definitley use him again if/when I decide to do something else. You only live once and you can't take your money with you..","Plastic / Cosmetic Surgeon, Physician",57,4.25477707
Dr. Douglas A. Taranow,Staff,1,0.260699539,"I found Dr. Taranow to be friendly, knowledgeable, with a good bedside manner. He is patient and answered all my questions. I believe he gave an honest assessment. The surgery went well and am recovering nicely. Would definitely recommended him to family and friends.","Plastic / Cosmetic Surgeon, Physician",57,4.25477707
Dr. Douglas E. Padgett,Punctuality,0.75,0.955503924,"Doug Padgett replace my right hip. My first visit started off on the wrong foot but got better. I mentioned something about total hips replacement and partial. I told him I did a lot of research and given the tool I could probably do the job my self. Did he ever jump down my throat. He said I wrote that article etc. I was ready to get up and walk out. For what ever reason he changed his attitude in seconds and after that we got along fine. I guess there can be nothing more aggravating after spending years in school and practice to have someone who has read a few articles to run off at the mouth. He did a great job on my hip. Some times the public doesn't understand that these guys don't always engage in small talk. My last visit, 3 weeks ago for may pre knee replacement lasted about 5 minutes. The Dr. must have something else on his mind. I mean they are human just like the rest of us.",Orthopedic Surgeon,11,4.003783784
Dr. Douglas E. Padgett,Konwledge,1,0.80647531,"I had a hip replacement done by Dr. Padgett. He is very compassionate and a very skilled surgeon. He was very clear with his instructions, and his follow up was excellent. I was very hesitant to have the surgery, and did a great deal of research, including going to see some other surgeons. I selected Dr. Padgett and I have no regrets. I am going to have my other side done, and there is no question that I will return again to him.",Orthopedic Surgeon,11,4.003783784
Dr. Douglas E. Padgett,Staff,1,0.79953082,"he operated on me, double knee replacement. He was not friendly nor helpful in follow up visits when I was having pain.",Orthopedic Surgeon,11,4.003783784
Dr. Douglas Steinbrech,Punctuality,0.789473684,0.922811618,"Dr. Steinbrech did a tremendous job and he's a man of his word.
Mike","Plastic / Cosmetic Surgeon, Physician",195,4.594067797
Dr. Douglas Steinbrech,Konwledge,0.888888889,0.958879736,"Met with Norma in his office and had my permenant eye liner ""lash enhancer"" tattooed on. Im so happy with the outcome. Its been over a year and it still looks so natural and is still definitely there. No one knows I had it done unless I tell them which is great. Some permanant makeup looks awful but not this. Its just the right amount to make differnce in my eyes looking more awake without having to apply makeup. Great decision getting it done. I love it. ","Plastic / Cosmetic Surgeon, Physician",195,4.594067797
Dr. Douglas Steinbrech,Staff,0.98,0.95628918,Fabricio the skin care specialist there is awesome. ,"Plastic / Cosmetic Surgeon, Physician",195,4.594067797
Dr. Ed S. Benmen,Punctuality,0.666666667,0.556409684,"This guy couldn't diagnose his way out of a soggy paper bag. He'll keep you waiting for over an hour past your appointment time, then spend five minutes checking your heart rate, temperature and blood pressure. Risky business seeing him for anything more than the common cold or rash.",Internist / Geriatrician,10,3.990909091
Dr. Ed S. Benmen,Staff,0.714285714,0.960706038,Dr Benmen is not only does internal medicine. He also is a pediatriction.,Internist / Geriatrician,10,3.990909091
Dr. Edmund Kaplan,Punctuality,0.75,0.249505559,"Dr. Kaplan is a wonderful caring and patient doctor. I ended up switching halfway through my pregnancy however because I became more nervous about Lenox Hill hospital where he delivers and their high c-section rate and common and routine interventions, when I was really hoping for a natural birth. I wasn't as fond of the other 2 doctors in his practice and there is no guarantee who will ultimately deliver you. The office staff is abysmal and requires a lot of patience - they're rude and require that you repeat things several times, and they still manage to get it wrong. I switched to the birthing center at Roosevelt hospital with a midwife.",Gynecologist (OBGYN),22,3.983606557
